,Product Index,Username,User Rate,Rate Date,Buyer Comment,,
205,H5300001_S_AXMM1903C3EG2-32GBMBK,世杰 陳,5, 2019-10-02 ,產品質量非常好，配送速度相當快,,
206,H0775001_S_AL04,James KWOK,1, 2018-06-17 ,I order an Alcatel - A3 4G LTE 智能電話 (白) with NFC feature and paid $668 for it.  訂單編號: H180613007863  You delivered an Alcatel - A3 4G LTE 5046I 智能電話 (白) without NFC feature ($599).I only found out after I opened the phone.  Pls refund the price difference of $69.  Thank you.,,
207,H0775001_S_AL04,roamerchan,1, 2018-06-09 ,"這個型號在產品描述中寫著 NFC(5046Y), 而商戶在這頁又沒有指明這型號是 5046I (NO NFC), 那我當然視這產品為 5046Y 了. 但我收到的卻是5046I, 即這一個產品:https://www.hktvmall.com/hktv/zh/main/Suntec/s/H0775002/%E9%9B%BB%E5%AD%90%E6%B6%88%E9%96%92/%E9%9B%BB%E5%AD%90-%E6%95%B8%E7%A2%BC-%E9%9B%BB%E5%99%A8/%E6%95%B8%E7%A2%BC%E6%B5%81%E5%8B%95%E7%94%A2%E5%93%81/%E6%89%8B%E6%8F%90%E9%9B%BB%E8%A9%B1/A3-4G-LTE-5046I-%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A9%B1-%E7%99%BD/p/H0775002_S_AL04?scrollTo=reviewTab如果此商品都是5046I, 那為何不指明? 價格又高了一點, 究竟是""取巧"" 或是商戶送錯丑號? 請盡快跟進!!",,
208,H6588001_S_Samsung_S10_128_White,kong_chai1050,5, 2019-10-10 ,原裝行貨冇開過 送貨好快 一個工作天,,
209,H6588001_S_Huawei_Y7_Pro_2019_Black,becky Chan,5, 2019-03-22 ,92折抵用，如果可以提早通知是順豐送貨會更好！,,
210,H0775012_S_htcu12ltwp,kitty law,5, 2019-03-15 ,三個エ作天後送到，方便！,,
211,H6588001_S_Huawei_Y7_Pro_2019_Red,Pinky Lau,5, 2019-04-24 ,18號有95折落單， 第二日雖然係公眾假期順豐依然送貨。 機是全新未開盒， 好用同好靚， 試用後功能比起我新買的三星A90絕不輸蝕， 但價錢平一半。買給媽媽十分開心。,,
212,H5912001_S_LG0011-pr,女士 陳,1, 2019-07-28 ,"須要用特殊工具才能安裝S安裝sim卡,很麻煩,用起床倒還行",,
213,H6482001_S_128,Po Pio Poon,5, 2019-10-12 ,Good service,,
214,H6482001_S_128,Andrew Lau,5, 2019-08-11 ,效率快，願意解答客戶提問,,
215,H6482001_S_128,David Wong,5, 2019-06-19 ,Placed order Tuesday evening. Battery changed Wednesday afternoon. Very efficient. Thanks,,
216,H6482001_S_128,Forward Yanchi,5, 2019-06-05 ,"師傅守時, 技巧專業, 服務快捷",,
217,H6482001_S_128,明 明,5, 2018-12-22 ,非常好，有禮貌,,
218,H5300001_S_ALGV405EBW6-128GBNPGY,WAI CHING YIP,5, 2019-09-30 ,通知供應商後便立刻處理送貨事宜，包裝細心，及收貨時的温馨提示，非常好!,,
219,H5683001_S_P1399,Judy wong,5, 2019-03-05 ,OK,,
220,H5683001_S_P1399,Penny Chan,1, 2019-01-14 ,插了電話咭也接收不到訊號，是壞機抑或只支援某類SIM咭呢？,,
221,H5683001_S_P1399,Cindy Chan,1, 2019-01-06 ,收貨當天已發現電話的5字按鍵是壞的。,,
222,H5683001_S_P1399,Remy Hui,5, 2018-12-31 ,婆婆用後讚簡單易用,,
223,H5683001_S_P1399,Winnie Ho,5, 2018-04-12 ,簡單易用，幾日充一次電，這個價錢算係OK,,
224,H6588001_S_Samsung_A70_6_White,譚丞謙,5, 2019-10-11 ,好好用,,
225,H0972006_S_Honor_10_Black,Nicholas Ng,5, 2019-06-11 ,隻藍色好正，又有得升android 9，So far so good,,
226,H5912001_S_SAM0030_be,kevin king,5, 2018-10-11 ,good,,
227,H5912001_S_SAM0030_be,Wai Chu Wong,3, 2018-09-29 ,"The note 8 is from United Arab Emirates, the phone have no problem but please mention it in the name, instead of saying that it's 平行進口",,
228,H5393001_S_1001277,wing keung chan,1, 2018-07-14 ,個充電器、點解會係兩隻圓腳㗎！,,
229,H5982001_S_catb30,Auguestina Ding,1, 2019-08-21 ,因為聲稱待機時間很長才買的，買返黎充滿電，咩都冇做只是待機，電池半日已經冇咗一半電…,,
230,H5982001_S_catb30,pang pang,5, 2019-05-01 ,感覺上好防水,,
231,H5912001_S_SN0001,Henry Chan,1, 2019-07-09 ,拿了回家試機，怎樣也不能正常使用，失望！,,
232,H5982001_S_cats41,Jovan Li,5, 2019-01-05 ,good,,
233,H5087001_S_hoda1879,fiona cheng,5, 2019-03-13 ,容易貼，幾好用,,
234,H6588001_S_Vivo_iQOO_8_128_Blue,Wong Ho Yin,5, 2019-08-22 ,goog,,
235,H5892002_S_129890-5085,bill cheng,3, 2019-09-18 ,準時到達,,
236,H0966002_S_10203884A,CHOI YEE MAK,2, 2017-02-14 ,唔多配合iphone線。,,
237,H0966002_S_10203884A,Phoebe Ng,4, 2017-01-23 ,好用,,
238,H0966002_S_10203884A,Isabella Wong,1, 2016-11-27 ,左邊藍色係兩年前喺台灣夜市買，好好用所以用到發黃就買新。右邊係今次8粒其中之一，對照之下睇到今次playzone岀品完全唔fit iPhone 充電線，而我家中4條充電線都係Apple原廠充電線，所以對於今次商品虛假描述，請作岀跟進。,,
239,H0966002_S_10203884A,caroline Wong,1, 2016-11-13 ,訂購的是8粒裝，但送來的只是4粒。點值＄49？經驗説明，你們送貨經常送漏送少。事後要花不少時間精神去追討提供証明等...請CS盡快覆.,,
240,H0966002_S_10203884A,y chan,3, 2016-11-12 ,品質一般,,
241,H0966002_S_10203884A,chun Ming poon,5, 2016-11-05 ,非常好用,,
242,H6588001_S_Oneplus_7_8_256_Red,Winnie Tsang,5, 2019-07-14 ,"很爽很快的手感,驚喜！比網店還平的价格, 夫復何求",,
243,H6588001_S_Samsung_S10P_128_Black,Kin Leung,5, 2019-03-21 ,電器產品92折 + 店舖98折= $6209，行貨價來說挺划算! 滿意!,,
244,H5087001_S_hoda1855,Wai Ling Yu,5, 2019-10-12 ,Good,,
245,H0972006_S_000163,LEUNG M,1, 2018-11-02 ,"香港行貨，但有嚴重程式先天缺陷。Lenovo整出了一個＂程式安裝器＂，但偏偏不能俾人安裝到apps, 次次都hang. 結果連google play也未能完成設定，咁我買來可做乜？（當然已經restart了Ｎ次再來，也是一樣啦）google map 也黑面／未能顯示（已開GPS)用chrome來上HKTVmall.com就無問題喎。。已經用了近10部＂非中國品牌＂的手機也未試過咁。見識又多了。但我真係未見過，教教我點解決呢？",,
246,H5912001_S_AP0023-gd,荔枝 梁,5, 2019-06-12 ,平左$1100，準時收貨，好開心,,
247,H5683001_S_P1518,Mona Lai,3, 2019-08-27 ,覺得聲音不夠大,,
248,H5683001_S_P1518,Andy Tong,1, 2019-08-23 ,I bought two. One of the phone cannot be charged and another one has a voice problem. Very disappointed. I want to return it and make a refund!!,,
249,H6588001_S_Samsung_A70_8_Black,Mrs Yam,5, 2019-09-30 ,價錢抵！商戶跟進快， 隨商品附來正式收據 保養，非常好！好！,,
250,H5912001_S_EK0001,Joe Kong,5, 2019-05-04 ,產品正常操作中,,
251,H0972006_S_ld8x,Siu Bun Wong,3, 2019-07-12 ,Ok,,
252,H6482001_S_172,Rebecca Lo,5, 2019-07-08 ,上門服務一流，大力推介,,
253,H5087001_S_hoda9617,garry leung,5, 2019-09-26 ,好,,
254,H6482001_S_110,Choiyan Tse,4, 2019-06-26 ,換完差唔多一個星期so far都ok ah，仲臨時換埋舊電。睇落同新買無分別，不過㩒粒home鍵無左噠噠聲有啲sad...,,
255,H6482001_S_110,Wing yan Cheng,5, 2019-02-18 ,服務態度好好，維修後更會細心問你使用經驗及跟進你的問題,,
256,H6482001_S_110,Ky Lee,5, 2018-12-21 ,專業服務及解釋，公司位置不方便依然好快。個mon質素都好好，又平又方便。,,
257,H0778001_S_X1_BK,Arthur cheng,4, 2017-05-16 ,好!,,
258,H6482001_S_177,Tin Chu Tsang,5, 2019-08-20 ,The repair master is very good and professional.,,
259,H0795001_S_CXX1238_BK,W Chan,5, 2019-10-11 ,"Great product, seller is responsive and helpful.",,
260,H6588001_S_Vivo_V15Pro_Blue,John Roy Chan,5, 2019-04-02 ,perfect,,
261,H6588001_S_Samsung_S10P_512_White,Ho Jms,5, 2019-03-19 ,"尋晚落單, 今朝收到, 有行貨貼紙 GD",,
262,H6588001_S_OP6t_8_128MirBlk,Winnie Tsang,5, 2019-07-14 ,"包裝好貨品好超乎想像,平靚正！",,
263,H6482001_S_150,Hyojin Ahn,5, 2019-01-29 ,Good,,
264,H6588001_S_Vivo_Y95_Black,John Roy Chan,5, 2019-03-11 ,Very satisfied,,
265,H6482001_S_132,Hyojin Ahn,5, 2019-01-29 ,Good,,
266,H5912001_S_VI0012-be,Ling Ling,5, 2019-04-22 ,g00d,,
267,H5087001_S_hoda1886,Ching ming Lai,5, 2019-09-26 ,張野唔易貼，但貼左後很合機身，質量亦不錯,,
268,H5912001_S_Xa0015_bk,Lin Xie,1, 2018-07-28 ,做工唔错，可惜不好用，程序常出錯,,
269,H0778001_S_Z8,穗祥 容,1, 2017-03-19 ,"垃圾手機用了半個月便壞了,可以修理半年沒有修好便還給你,不負責任的商家.",,
270,H0778001_S_Z8,EAGEN KAO,4, 2015-11-05 ,Nice phone~ But took a bit long time to deliver.Consulted with the mobile company. This is a good mobile for people who need to travel between HK & China. But it took longer to buy from HKTV. It's kinda like using time to trade with discount.,,
271,H0972006_S_ZenEar_BT,Stan ley,1, 2019-10-16 ,配戴已經唔舒服，講電話對方根本聽唔到講咩，聽歌音質又非常之差，我唔知佢有咩用，中大伏！,,
272,H5912001_S_Na0007_bk,秋萍 楊,1, 2019-09-14 ,用了不到一個月，底板就燒了,,
273,H5912001_S_Na0007_bk,Grace S,1, 2019-09-01 ,送貨只有一個透明膠盒裝住個電話，拆開時發現個screen 裂左，麻煩跟進,,
274,H5912001_S_Na0007_bk,Danny Kong,5, 2019-08-30 ,"經典機, 又有雙卡.值得收藏 / 備用",,
275,H5912001_S_Na0007_bk,Family Chans,5, 2019-06-27 ,平靚正！,,
276,H5912001_S_Na0007_bk,Arisa Wong,5, 2019-04-08 ,實用,,
277,H0610012_S_241-75-A00061-1,HELEN CHAN,5, 2019-09-04 ,GOOD,,
278,H0972006_S_Lenovo_A1000,Kai fai Lee,5, 2019-08-21 ,Very cheap and good for child ,,
279,H0972006_S_Lenovo_A1000,Joanne Cheng,4, 2019-07-23 ,Ok好,,
280,H0972006_S_Lenovo_A1000,Qamarunnisa Khan,1, 2019-07-16 ,"The Lenovo phone I bought stopped working the third day as battery won’t charge. Horrible experience, unrealisable stuff.",,
281,H0972006_S_Lenovo_A1000,Tracy Lam,4, 2019-06-08 ,買俾老人家用，暫時都滿意,,
282,H7007001_S_SAMA205H01OG01,Thomas Ho,4, 2019-09-22 ,抵用，比街價貴少少,,
283,H0972006_S_T8,amy tung,1, 2019-06-24 ,包裝內的盒子已開封，只有手機和usb缐和英文説明書，連插頭都没有，义電時連指示燈都不亮，無法開機。要求退貨。,,
284,H5912001_S_VI0011,John Roy Chan,5, 2019-04-13 ,很好！,,
285,H6588001_S_Huawei_P30_Black,果 馬,5, 2019-10-11 ,售後服務好,,
286,H5912001_S_ME0001_be,MANYUNG TSANG,1, 2018-09-11 ,其實呢 我係要玫瑰金 點解會俾咗依個紅色定橙色我既？？？好無奈,,
