,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
19,H0795001_S_CXX1238_BK,smartphone,高崎,GOKI CXX-1238 雙USB輸出金屬移動電源10000mAh,138.0,5.0,1,高崎,https://www.hktvmall.com/hktv/zh/main/高崎/s/H0795001/電子電器/電子電器/手機及平板電腦/手機周邊配件/移動電源/GOKI-CXX1238-雙USB輸出金屬移動電源10000mAh/p/H0795001_S_CXX1238_BK
20,H0710001_S_SEC20406369,smartphone,Swissvoice,ePure 有線耳機 (有助於降低輻射影響) 粉紅,148.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/ePure-有線耳機-有助於降低輻射影響-粉紅/p/H0710001_S_SEC20406369
21,H5912001_S_HU0010-be,smartphone,Huawei,Honor V20 8+256GB-藍（香港行貨）,4299.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Honor-V20-8256GB藍香港行貨/p/H5912001_S_HU0010-be
22,H7019001_S_FTJ161A_White,smartphone,FREETEL,MUSASHI 武藏日系超薄摺機 - FTJ161A (白色),699.0,0.0,0,凱訊數碼有限公司,https://www.hktvmall.com/hktv/zh/main/凱訊數碼有限公司/s/H7019001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/MUSASHI-武藏日系超薄摺機-FTJ161A-白色/p/H7019001_S_FTJ161A_White
23,H7019001_S_Honor_8A_Black,smartphone,Huawei,4G-LTE 智能手機 - Honor 8A (黑色),1099.0,0.0,0,凱訊數碼有限公司,https://www.hktvmall.com/hktv/zh/main/凱訊數碼有限公司/s/H7019001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/4GLTE-智能手機-Honor-8A-黑色/p/H7019001_S_Honor_8A_Black
24,H5982001_S_sonyh8296black64gb,smartphone,SONY,Sony H8296 Xperia XZ2 Black 平行進口,2880.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Sony-H8296-Xperia-XZ2-Black-平行進口/p/H5982001_S_sonyh8296black64gb
25,H0972006_S_Armor_6_Black,smartphone,Ulefone,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (黑色) (原廠行貨),2998.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/4GLTE-三防智能手機-ARMOR-6-6128GB-黑色-原廠行貨/p/H0972006_S_Armor_6_Black
26,H5912001_S_SAM0059-bk,smartphone,三星,Galaxy S10e 6+128GB-黑(香港行貨),4788.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10e-6128GB黑香港行貨/p/H5912001_S_SAM0059-bk
27,H7007001_S_SAMN975256H01BK01,smartphone,三星,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,7368.0,0.0,0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻黑GALAXY-NOTE-10-N9750-12GB-RAM-256GB-ROM/p/H7007001_S_SAMN975256H01BK01
28,H5982001_S_samsungj260fdlavender,smartphone,三星,SAMSUNG Galaxy J2 Core 8GB Lavender 平行進口,930.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-Galaxy-J2-Core-8GB-Lavender-平行進口/p/H5982001_S_samsungj260fdlavender
29,H6588001_S_Samsung_S10_512_Black,smartphone,三星,Galaxy S10 8GB+512GB 幻鑽黑色 香港行貨,6699.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-8GB512GB-幻鑽黑色-香港行貨/p/H6588001_S_Samsung_S10_512_Black
30,H6588001_S_Vivo_V15Pro_Blue,smartphone,vivo,V15 Pro 6GB+128GB 水晶藍色 香港行貨,3199.0,5.0,1,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/V15-Pro-6GB128GB-水晶藍色-香港行貨/p/H6588001_S_Vivo_V15Pro_Blue
31,H5937001_S_1902BU,smartphone,vivo,Y17 (原裝行貨) 全面屏手機 (4GB RAM+128GB ROM),1998.0,0.0,0,vivo-Mall,https://www.hktvmall.com/hktv/zh/main/vivo-Mall/s/H5937001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Y17-原裝行貨-全面屏手機-4GB-RAM128GB-ROM/p/H5937001_S_1902BU
32,H5912001_S_SY0015-bk,smartphone,SONY,Xperia 10 Plus I4293 6+64GB 智能手機-黑 (香港行貨),2498.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Xperia-10-Plus-I4293-664GB-智能手機黑-香港行貨/p/H5912001_S_SY0015-bk
33,H5892002_S_129891-1050,smartphone,Speck,Presidio Pro iPhone 11 Pro Case - 磨砂黑,238.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/其他手提電話配件/Apple/Presidio-Pro-iPhone-11-Pro-Case-磨砂黑/p/H5892002_S_129891-1050
34,H0710001_S_MGO-SW46,smartphone,Miggo,Pictar One Plus 手機拍攝握把 銀白色特別版 適用於 iPhone 和 Android（4.7” 以上屏幕）,798.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Pictar-One-Plus-手機拍攝握把-銀白色特別版-適用於-iPhone-和-Android47-以上屏幕/p/H0710001_S_MGO-SW46
35,H5982001_S_cats31,smartphone,CATERPILLAR,Caterpillar CAT S31 香港行貨一年保養,2280.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Caterpillar-CAT-S31-香港行貨一年保養/p/H5982001_S_cats31
36,H0972006_S_RG850,smartphone,RugGear,RG850 - IP68防水防塵認證 / MIL-STD 810G防摔 / 可戴上手套或濕手操作智能電話,2999.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/RG850-IP68防水防塵認證-MILSTD-810G防摔-可戴上手套或濕手操作智能電話/p/H0972006_S_RG850
37,H0775001_S_C01951,smartphone,SONY,索尼 Xperia XZ3 H9493 Green,6399.0,0.0,0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/索尼-Xperia-XZ3-H9493-Green/p/H0775001_S_C01951
38,H0775001_S_C01958,smartphone,SONY,索尼 Sony Xperia 10 I4193 銀色,2399.0,0.0,0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/索尼-Sony-Xperia-10-I4193-銀色/p/H0775001_S_C01958
39,H5170001_S_C000542-BK,smartphone,聯想,Z6 青春版 (4+64GB) 智能手機【平行進口】,1428.0,0.0,0,188-Outlet,https://www.hktvmall.com/hktv/zh/main/188-Outlet/s/H5170001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Z6-青春版-464GB-智能手機平行進口/p/H5170001_S_C000542-BK
40,S1103001_S_iphone8_64P_BLK,smartphone,APPLE 蘋果,"香港行貨 2018 iPhone 8 5.5""太空灰 64GB",6888.0,0.0,0,Smart-Living,https://www.hktvmall.com/hktv/zh/main/Smart-Living/s/S1103001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨-2018-iPhone-8-55太空灰-64GB/p/S1103001_S_iphone8_64P_BLK
41,H5912001_S_SAM0011_bk,smartphone,三星,GALAXY S9+ DUAL 128GB G965FD 黑 (平行進口),5788.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/GALAXY-S9-DUAL-128GB-G965FD-黑-平行進口/p/H5912001_S_SAM0011_bk
42,H5982001_S_sonyf8332white,smartphone,SONY,Sony Xperia XZ F8332 64gb Silver 平行進口,1780.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Sony-Xperia-XZ-F8332-64gb-Silver-平行進口/p/H5982001_S_sonyf8332white
43,H0775001_S_C01962,smartphone,SONY,索尼 Xperia L3 I4332 金色,1550.0,0.0,0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/索尼-Xperia-L3-I4332-金色/p/H0775001_S_C01962
44,H5912001_S_AP0018-rd,smartphone,APPLE,iPhone XR 64GB-紅(香港行貨),6388.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XR-64GB紅香港行貨/p/H5912001_S_AP0018-rd
45,H0610012_S_241-75-A00098-1,smartphone,小米,紅米 7 紅色 3G 64G Rom (香港行貨，小米1年保養),1399.0,0.0,0,米舖,https://www.hktvmall.com/hktv/zh/main/米舖/s/H0610012/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/紅米-7-紅色-3G-64G-Rom-香港行貨小米1年保養/p/H0610012_S_241-75-A00098-1
46,H5683001_S_P1669,smartphone,日本ASK,SP598 十核極速高配手機,2680.0,0.0,0,日本ASK數碼專門店,https://www.hktvmall.com/hktv/zh/main/日本ASK數碼專門店/s/H5683001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SP598-十核極速高配手機/p/H5683001_S_P1669
47,H5912001_S_SY0016-rd,smartphone,SONY,Xperia XZ3 6+64GB 智能手機-紅 (香港行貨),4588.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Xperia-XZ3-664GB-智能手機紅-香港行貨/p/H5912001_S_SY0016-rd
48,H5912001_S_HU0015-bk,smartphone,Huawei,Honor Note 10 6 + 64GB-黑（平行進口）,2480.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Honor-Note-10-6-64GB黑平行進口/p/H5912001_S_HU0015-bk
49,H5912001_S_BY0002,smartphone,BlackBerry,Keyone Silver 32GB（香港行貨）,2180.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Keyone-Silver-32GB香港行貨/p/H5912001_S_BY0002
50,H0778001_S_NU3S_BK,smartphone,NUU,NU3S，Qualcomm四核，簡約易控，一年保養！,790.0,0.0,0,Nuu-Mobile,https://www.hktvmall.com/hktv/zh/main/Nuu-Mobile/s/H0778001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/NU3SQualcomm四核簡約易控一年保養/p/H0778001_S_NU3S_BK
51,H0775019_S_C02052,smartphone,聯想,Z5s 藍色 L78071,2199.0,0.0,0,Motorola-&-Lenovo專門店,https://www.hktvmall.com/hktv/zh/main/Motorola-&-Lenovo專門店/s/H0775019/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Z5s-藍色-L78071/p/H0775019_S_C02052
52,H0775019_S_C02054,smartphone,聯想,K9 藍色 前後雙鏡,1199.0,0.0,0,Motorola-&-Lenovo專門店,https://www.hktvmall.com/hktv/zh/main/Motorola-&-Lenovo專門店/s/H0775019/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/K9-藍色-前後雙鏡/p/H0775019_S_C02054
53,H5912001_S_LN0008-bk,smartphone,聯想,Z5S 6+128GB 雙卡雙待-黑（平行進口）,2199.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Z5S-6128GB-雙卡雙待黑平行進口/p/H5912001_S_LN0008-bk
54,H5912001_S_SAM0054-gn,smartphone,三星,Galaxy S10 SM-G973U 8+128GB 智能手機-緑（香港行貨）,5299.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-SMG973U-8128GB-智能手機緑香港行貨/p/H5912001_S_SAM0054-gn
55,H6588001_S_Oppo_Reno_6_256_Green,smartphone,OPPO,Reno 6GB+256GB 霧海綠色 平行進口 中國版,2899.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Reno-6GB256GB-霧海綠色-平行進口-中國版/p/H6588001_S_Oppo_Reno_6_256_Green
56,H6781001_S_Note-9-M923H,smartphone,Meizu,魅族Note9 4GB Ram / 64GB Rom，6.2“手機（白色）,1698.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/魅族Note9-4GB-Ram-64GB-Rom62手機白色/p/H6781001_S_Note-9-M923H
57,H5912001_S_AP0020-ye,smartphone,APPLE,iPhone XR 256GB-黃(香港行貨),8599.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XR-256GB黃香港行貨/p/H5912001_S_AP0020-ye
58,H5912001_S_AP0024-bk,smartphone,APPLE,iPhone XS Max 64GB-黑（香港行貨）,9399.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/iPhone-XS-Max-64GB黑香港行貨/p/H5912001_S_AP0024-bk
59,H5892002_S_122305-1050,smartphone,Speck,GrabTab 平貼式指環支架,78.0,0.0,0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/電子電器/電子電器/手機及平板電腦/手機周邊配件/手機外殼/GrabTab-平貼式指環支架/p/H5892002_S_122305-1050
